epoch,accuracy,auc,fp,loss,lr,precision,recall,tp,val_accuracy,val_auc,val_fp,val_loss,val_precision,val_recall,val_tp
0,0.7214865684509277,0.7951290011405945,2234.0,0.5486655235290527,0.01,0.72123783826828,0.7220486998558044,5780.0,0.6969846487045288,0.784722626209259,606.0,0.5651558041572571,0.6983574032783508,0.6935244798660278,1403.0
1,0.8067457675933838,0.8955044150352478,1556.0,0.4069311022758484,0.01,0.8060575723648071,0.807870090007782,6467.0,0.5968858003616333,0.6659919023513794,821.0,1.1834570169448853,0.5963618755340576,0.5996045470237732,1213.0
2,0.8801998496055603,0.951630711555481,961.0,0.28161171078681946,0.01,0.8800100088119507,0.8804497122764587,7048.0,0.6836381554603577,0.7503037452697754,640.0,0.7961348295211792,0.6836381554603577,0.6836381554603577,1383.0
3,0.9398500919342041,0.9850000143051147,485.0,0.16520805656909943,0.0009999999,0.9394658207893372,0.9402872920036316,7527.0,0.7137913703918457,0.7883790135383606,576.0,0.7448483109474182,0.7144273519515991,0.7123084664344788,1441.0
4,0.9590256214141846,0.9925026893615723,327.0,0.11724550276994705,0.00090483733,0.9591403007507324,0.9589006900787354,7676.0,0.7145328521728516,0.7904495000839233,578.0,0.8050704598426819,0.7144268751144409,0.7147800326347351,1446.0
5,0.9683947563171387,0.9950923919677734,253.0,0.09158831089735031,0.0008187306,0.9683947563171387,0.9683947563171387,7752.0,0.7145328521728516,0.791477382183075,572.0,0.8624289035797119,0.7157057523727417,0.7118141651153564,1440.0
